timestamp,cell_id,latency_ms,throughput_mbps,packet_loss_pct,sinr_db,connected_users,anomaly
2024-01-01 10:30:00,CELL_001,36.32,96.81,0.297,14.46,109,0
2024-01-01 10:45:00,CELL_001,35.55,96.25,0.387,15.89,98,0
2024-01-01 11:00:00,CELL_001,35.93,97.36,0.62,14.55,102,0
2024-01-01 11:15:00,CELL_001,39.84,101.74,0.003,14.67,90,0
2024-01-01 11:30:00,CELL_001,40.82,104.38,0.004,12.58,93,0
2024-01-01 11:45:00,CELL_001,33.75,92.11,0.028,14.91,97,0
2024-01-01 12:00:00,CELL_001,38.5,101.19,0.053,16.79,100,0
2024-01-01 12:15:00,CELL_001,37.48,94.32,0.734,13.67,98,0
2024-01-01 12:30:00,CELL_001,36.53,101.78,0.205,14.06,94,0
2024-01-01 12:45:00,CELL_001,31.24,111.52,0.346,13.17,90,0
2024-01-01 13:00:00,CELL_001,34.72,109.51,0.065,16.93,100,0
2024-01-01 13:15:00,CELL_001,31.74,99.03,0.542,15.51,80,0
2024-01-01 13:30:00,CELL_001,33.15,102.48,0.331,14.65,81,0
2024-01-01 13:45:00,CELL_001,29.95,109.46,0.023,16.97,82,0
2024-01-01 14:00:00,CELL_001,34.54,107.35,0.674,18.79,71,0
2024-01-01 14:15:00,CELL_001,30.75,108.1,0.389,17.38,74,0
2024-01-01 14:30:00,CELL_001,26.71,105.17,0.177,16.3,65,0
2024-01-01 14:45:00,CELL_001,30.57,112.37,0.283,19.17,57,0
2024-01-01 15:00:00,CELL_001,28.64,107.95,0.235,17.21,63,0
2024-01-01 15:15:00,CELL_001,26.54,114.55,0.476,16.52,62,0
2024-01-01 15:30:00,CELL_001,32.42,112.42,0.146,19.95,46,0
2024-01-01 15:45:00,CELL_001,32.45,118.43,0.342,17.85,37,0
2024-01-01 16:00:00,CELL_001,21.5,121.07,0.021,16.71,38,0
2024-01-01 16:15:00,CELL_001,24.14,126.87,0.14,16.37,32,0
2024-01-01 16:30:00,CELL_001,26.93,122.0,0.362,16.64,20,0
2024-01-01 16:45:00,CELL_001,25.6,105.72,0.463,19.74,19,0
2024-01-01 17:00:00,CELL_001,23.58,128.16,0.029,19.42,22,0
2024-01-01 17:15:00,CELL_001,22.48,120.23,0.158,19.81,17,0
2024-01-01 17:30:00,CELL_001,27.25,116.81,0.016,19.22,27,0
2024-01-01 17:45:00,CELL_001,24.57,119.4,0.215,17.08,17,0
2024-01-01 18:00:00,CELL_001,25.45,116.81,0.024,17.34,19,0
2024-01-01 18:15:00,CELL_001,23.46,116.66,0.103,18.42,19,0
2024-01-01 18:30:00,CELL_001,26.26,110.76,0.663,19.89,20,0
2024-01-01 18:45:00,CELL_001,28.83,125.87,0.103,18.39,25,0
2024-01-01 19:00:00,CELL_001,21.2,118.23,1.53,17.29,27,0
2024-01-01 19:15:00,CELL_001,25.3,114.58,0.025,19.13,18,0
2024-01-01 19:30:00,CELL_001,23.62,116.84,0.721,21.27,21,0
2024-01-01 19:45:00,CELL_001,31.52,120.36,0.356,20.36,16,0
2024-01-01 20:00:00,CELL_001,24.32,115.9,0.429,18.65,28,0
2024-01-01 20:15:00,CELL_001,26.74,120.84,0.199,16.0,21,0
2024-01-01 20:30:00,CELL_001,27.4,114.29,0.178,17.4,24,0
2024-01-01 20:45:00,CELL_001,29.61,106.45,0.967,16.19,30,0
2024-01-01 21:00:00,CELL_001,30.88,108.21,0.21,17.8,15,0
2024-01-01 21:15:00,CELL_001,23.68,110.55,0.005,18.42,22,0
2024-01-01 21:30:00,CELL_001,31.05,116.41,0.028,16.88,11,0
2024-01-01 21:45:00,CELL_001,34.91,117.65,0.836,14.92,27,0
2024-01-01 22:00:00,CELL_001,26.31,106.88,0.271,18.25,15,0
2024-01-01 22:15:00,CELL_001,26.68,113.1,0.001,14.47,17,0
2024-01-01 22:30:00,CELL_001,31.76,111.69,0.621,17.87,16,0
2024-01-01 22:45:00,CELL_001,27.03,100.67,0.062,15.03,16,0
2024-01-01 23:00:00,CELL_001,30.93,104.94,0.212,17.54,20,0
2024-01-01 23:15:00,CELL_001,34.52,112.12,0.248,14.12,26,0
2024-01-01 23:30:00,CELL_001,34.6,102.61,0.021,16.27,24,0
2024-01-01 23:45:00,CELL_001,34.91,103.3,0.089,12.17,16,0
2024-01-02 00:00:00,CELL_001,25.88,95.6,0.376,15.53,22,0
2024-01-02 00:15:00,CELL_001,35.31,105.1,0.187,14.73,16,0
2024-01-02 00:30:00,CELL_001,36.84,93.78,0.279,12.94,14,0
2024-01-02 00:45:00,CELL_001,43.42,103.28,0.04,14.65,15,0
2024-01-02 01:00:00,CELL_001,35.22,100.11,0.296,12.57,24,0
2024-01-02 01:15:00,CELL_001,43.38,95.07,0.579,13.8,25,0
2024-01-02 01:30:00,CELL_001,36.13,82.44,0.007,11.7,21,0
2024-01-02 01:45:00,CELL_001,39.05,83.76,0.016,14.34,23,0
2024-01-02 02:00:00,CELL_001,41.28,86.53,0.427,14.29,19,0
2024-01-02 02:15:00,CELL_001,44.77,76.3,0.235,13.82,11,0
2024-01-02 02:30:00,CELL_001,41.68,94.63,0.134,13.57,14,0
2024-01-02 02:45:00,CELL_001,36.11,88.45,0.159,14.09,19,0
2024-01-02 03:00:00,CELL_001,36.78,84.11,0.982,12.6,11,0
2024-01-02 03:15:00,CELL_001,44.82,91.1,0.332,12.13,18,0
2024-01-02 03:30:00,CELL_001,44.07,74.61,0.04,11.28,20,0
2024-01-02 03:45:00,CELL_001,44.68,84.76,0.388,10.8,24,0
2024-01-02 04:00:00,CELL_001,42.78,83.92,0.324,9.94,18,0
2024-01-02 04:15:00,CELL_001,40.6,76.51,0.183,12.79,17,0
2024-01-02 04:30:00,CELL_001,41.52,75.15,0.378,14.74,28,0
2024-01-02 04:45:00,CELL_001,41.02,80.59,0.025,14.55,21,0
2024-01-02 05:00:00,CELL_001,43.99,79.14,0.305,11.86,28,0
2024-01-02 05:15:00,CELL_001,46.44,87.53,0.187,12.26,28,0
2024-01-02 05:30:00,CELL_001,49.64,82.55,0.188,12.6,38,0
2024-01-02 05:45:00,CELL_001,43.98,77.05,0.339,11.37,40,0
2024-01-02 06:00:00,CELL_001,42.96,80.65,0.118,11.96,44,0
2024-01-02 06:15:00,CELL_001,46.45,79.91,0.555,14.17,48,0
2024-01-02 06:30:00,CELL_001,43.6,76.05,0.634,13.61,56,0
2024-01-02 06:45:00,CELL_001,40.71,81.38,0.204,13.51,59,0
2024-01-02 07:00:00,CELL_001,49.25,80.06,0.154,12.74,72,0
2024-01-02 07:15:00,CELL_001,39.98,84.51,0.265,9.6,82,0
2024-01-02 07:30:00,CELL_001,45.15,78.47,0.266,14.95,71,0
2024-01-02 07:45:00,CELL_001,44.68,93.23,0.028,10.98,67,0
2024-01-02 08:00:00,CELL_001,41.26,84.59,0.364,11.6,78,0
2024-01-02 08:15:00,CELL_001,47.71,83.87,0.003,10.32,84,0
2024-01-02 08:30:00,CELL_001,39.56,80.93,0.011,10.15,79,0
2024-01-02 08:45:00,CELL_001,42.88,83.36,0.232,11.13,93,0
2024-01-02 09:00:00,CELL_001,44.01,87.87,0.206,12.58,85,0
2024-01-02 09:15:00,CELL_001,39.88,90.52,0.22,14.84,90,0
2024-01-02 09:30:00,CELL_001,37.99,94.55,0.678,14.67,91,0
2024-01-02 09:45:00,CELL_001,37.18,88.29,0.341,11.34,94,0
2024-01-02 10:00:00,CELL_001,33.57,91.57,0.025,13.3,95,0
2024-01-02 10:15:00,CELL_001,39.14,76.89,0.307,12.89,96,0
2024-01-02 10:30:00,CELL_001,40.13,88.56,0.011,12.39,103,0
2024-01-02 10:45:00,CELL_001,38.22,92.13,0.342,13.41,99,0
2024-01-02 11:00:00,CELL_001,41.14,87.5,0.248,13.18,103,0
2024-01-02 11:15:00,CELL_001,39.42,93.92,0.496,13.59,103,0
2024-01-02 11:30:00,CELL_001,32.62,103.4,0.297,16.02,99,0
2024-01-02 11:45:00,CELL_001,37.67,99.06,0.042,14.41,97,0
2024-01-02 12:00:00,CELL_001,36.59,101.35,0.088,15.07,97,0
2024-01-02 12:15:00,CELL_001,34.38,101.46,0.245,13.72,100,0
2024-01-02 12:30:00,CELL_001,28.49,97.75,0.614,17.57,92,0
2024-01-02 12:45:00,CELL_001,32.54,103.56,0.279,18.38,89,0
2024-01-02 13:00:00,CELL_001,27.56,101.08,0.327,18.49,81,0
2024-01-02 13:15:00,CELL_001,31.82,97.02,0.13,16.35,80,0
2024-01-02 13:30:00,CELL_001,34.14,104.46,0.104,15.99,81,0
2024-01-02 13:45:00,CELL_001,29.23,116.92,0.06,15.83,85,0
2024-01-02 14:00:00,CELL_001,26.33,116.74,0.408,16.98,77,0
2024-01-02 14:15:00,CELL_001,28.21,110.65,0.748,15.11,66,0
2024-01-02 14:30:00,CELL_001,24.81,102.97,0.369,17.69,60,0
2024-01-02 14:45:00,CELL_001,27.51,115.11,0.1,14.96,65,0
2024-01-02 15:00:00,CELL_001,23.1,115.14,0.035,14.27,54,0
2024-01-02 15:15:00,CELL_001,29.09,106.4,0.157,16.01,52,0
2024-01-02 15:30:00,CELL_001,30.2,110.92,0.069,16.18,47,0
2024-01-02 15:45:00,CELL_001,26.52,114.1,0.391,18.07,29,0
2024-01-02 16:00:00,CELL_001,20.53,114.26,0.218,14.91,32,0
2024-01-02 16:15:00,CELL_001,25.48,122.83,0.767,18.67,32,0
2024-01-02 16:30:00,CELL_001,25.35,110.9,0.721,15.39,28,0
2024-01-02 16:45:00,CELL_001,23.23,119.25,0.006,17.79,24,0
2024-01-02 17:00:00,CELL_001,27.19,119.71,0.233,19.12,23,0
2024-01-02 17:15:00,CELL_001,21.13,115.71,1.15,18.12,14,0
2024-01-02 17:30:00,CELL_001,26.73,119.73,0.727,19.12,17,0
2024-01-02 17:45:00,CELL_001,21.88,111.77,0.293,19.21,9,0
2024-01-02 18:00:00,CELL_001,20.53,127.47,0.334,15.85,20,0
2024-01-02 18:15:00,CELL_001,25.53,123.58,0.569,17.83,8,0
2024-01-02 18:30:00,CELL_001,24.25,114.86,0.421,18.84,18,0
2024-01-02 18:45:00,CELL_001,25.83,125.85,1.27,19.07,14,0
2024-01-02 19:00:00,CELL_001,23.21,119.85,0.36,17.09,15,0
2024-01-02 19:15:00,CELL_001,21.94,124.08,0.22,18.24,26,0
2024-01-02 19:30:00,CELL_001,27.35,122.07,0.048,14.64,17,0
2024-01-02 19:45:00,CELL_001,27.52,128.67,0.382,16.17,11,0
2024-01-02 20:00:00,CELL_001,28.78,120.1,0.09,19.18,22,0
2024-01-02 20:15:00,CELL_001,22.88,104.08,0.332,17.52,26,0
2024-01-02 20:30:00,CELL_001,24.07,111.72,0.479,18.07,22,0
2024-01-02 20:45:00,CELL_001,24.11,110.35,0.02,18.98,24,0
2024-01-02 21:00:00,CELL_001,28.4,111.45,0.258,19.41,24,0
2024-01-02 21:15:00,CELL_001,26.26,113.04,0.0,17.52,25,0
2024-01-02 21:30:00,CELL_001,22.78,113.41,0.096,15.02,16,0
2024-01-02 21:45:00,CELL_001,27.54,110.84,0.547,15.8,22,0
2024-01-02 22:00:00,CELL_001,32.28,100.21,0.033,15.73,31,0
2024-01-02 22:15:00,CELL_001,25.71,113.72,0.528,12.88,20,0
2024-01-02 22:30:00,CELL_001,31.91,111.75,0.058,17.1,16,0
2024-01-02 22:45:00,CELL_001,26.41,103.9,0.217,14.1,21,0
2024-01-02 23:00:00,CELL_001,27.93,105.84,0.281,15.08,16,0
2024-01-02 23:15:00,CELL_001,33.05,101.88,0.427,15.01,22,0
2024-01-02 23:30:00,CELL_001,32.67,100.69,0.341,18.07,14,0
2024-01-02 23:45:00,CELL_001,30.89,103.52,0.098,15.16,18,0
2024-01-03 00:00:00,CELL_001,33.81,98.03,0.091,16.9,21,0
2024-01-03 00:15:00,CELL_001,39.46,104.87,0.296,15.37,15,0
2024-01-03 00:30:00,CELL_001,31.95,92.58,0.055,13.99,23,0
2024-01-03 00:45:00,CELL_001,39.7,99.81,0.008,14.45,22,0
2024-01-03 01:00:00,CELL_001,36.34,90.25,0.296,14.94,19,0
2024-01-03 01:15:00,CELL_001,37.3,97.18,0.683,13.96,15,0
2024-01-03 01:30:00,CELL_001,45.3,74.87,0.692,14.08,20,0
2024-01-03 01:45:00,CELL_001,40.38,88.55,0.06,15.29,17,0
2024-01-03 02:00:00,CELL_001,44.24,99.96,0.784,12.72,18,0
2024-01-03 02:15:00,CELL_001,43.33,89.36,0.606,14.55,19,0
2024-01-03 02:30:00,CELL_001,40.46,89.88,0.013,13.47,27,0
2024-01-03 02:45:00,CELL_001,40.5,80.84,0.355,11.33,23,0
2024-01-03 03:00:00,CELL_001,41.61,78.98,0.193,12.95,20,0
2024-01-03 03:15:00,CELL_001,45.19,81.5,0.026,12.33,20,0
2024-01-03 03:30:00,CELL_001,42.77,95.0,0.219,11.77,17,0
2024-01-03 03:45:00,CELL_001,41.29,84.77,0.104,13.34,20,0
2024-01-03 04:00:00,CELL_001,47.9,85.11,0.012,13.41,20,0
2024-01-03 04:15:00,CELL_001,47.1,86.03,0.127,10.97,25,0
2024-01-03 04:30:00,CELL_001,40.95,83.31,0.039,10.89,23,0
2024-01-03 04:45:00,CELL_001,46.09,79.76,0.303,11.38,20,0
2024-01-03 05:00:00,CELL_001,46.63,81.61,0.049,11.16,19,0
2024-01-03 05:15:00,CELL_001,47.63,77.19,0.327,12.07,25,0
2024-01-03 05:30:00,CELL_001,46.03,77.85,0.107,14.06,34,0
2024-01-03 05:45:00,CELL_001,46.04,74.38,0.419,12.16,46,0
2024-01-03 06:00:00,CELL_001,42.67,82.16,0.957,10.23,45,0
2024-01-03 06:15:00,CELL_001,46.35,84.28,0.504,13.64,57,0
2024-01-03 06:30:00,CELL_001,45.77,87.07,0.017,12.95,52,0
2024-01-03 06:45:00,CELL_001,43.35,80.13,0.116,13.24,60,0
2024-01-03 07:00:00,CELL_001,43.96,78.32,0.053,14.37,65,0
2024-01-03 07:15:00,CELL_001,40.79,72.44,0.707,12.93,64,0
2024-01-03 07:30:00,CELL_001,41.86,86.67,0.195,12.86,73,0
2024-01-03 07:45:00,CELL_001,41.82,88.69,0.243,12.59,72,0
2024-01-03 08:00:00,CELL_001,39.25,87.74,0.203,10.34,67,0
2024-01-03 08:15:00,CELL_001,46.33,82.36,0.545,11.62,79,0
2024-01-03 08:30:00,CELL_001,39.53,82.88,0.372,12.42,82,0
2024-01-03 08:45:00,CELL_001,43.39,90.29,0.056,14.61,83,0
2024-01-03 09:00:00,CELL_001,35.23,89.65,0.138,13.21,84,0
2024-01-03 09:15:00,CELL_001,40.17,91.6,0.453,12.04,98,0
2024-01-03 09:30:00,CELL_001,42.16,91.74,0.608,12.96,94,0
2024-01-03 09:45:00,CELL_001,40.34,90.92,0.425,12.07,98,0
2024-01-03 10:00:00,CELL_001,41.29,99.0,0.3,13.5,102,0
2024-01-03 10:15:00,CELL_001,34.67,97.44,0.51,11.39,103,0
2024-01-03 10:30:00,CELL_001,40.34,93.94,0.767,14.94,99,0
2024-01-03 10:45:00,CELL_001,39.35,93.36,0.001,10.58,92,0
2024-01-03 11:00:00,CELL_001,40.07,92.52,0.218,15.06,104,0
2024-01-03 11:15:00,CELL_001,38.92,91.25,0.36,14.08,98,0
2024-01-03 11:30:00,CELL_001,38.5,104.58,0.774,12.73,105,0
2024-01-03 11:45:00,CELL_001,35.36,105.12,0.543,15.9,97,0
2024-01-03 12:00:00,CELL_001,35.77,112.77,0.344,15.18,87,0
2024-01-03 12:15:00,CELL_001,34.97,93.69,0.195,18.17,91,0
2024-01-03 12:30:00,CELL_001,35.69,102.13,0.024,17.23,97,0
2024-01-03 12:45:00,CELL_001,31.08,100.38,0.304,17.71,89,0
2024-01-03 13:00:00,CELL_001,30.12,107.94,0.152,16.56,85,0
2024-01-03 13:15:00,CELL_001,38.11,110.45,0.57,17.48,83,0
2024-01-03 13:30:00,CELL_001,29.18,112.65,0.065,16.67,80,0
2024-01-03 13:45:00,CELL_001,30.22,116.73,0.14,17.44,76,0
2024-01-03 14:00:00,CELL_001,31.8,111.69,0.015,15.64,72,0
2024-01-03 14:15:00,CELL_001,31.2,114.5,0.034,14.06,71,0
2024-01-03 14:30:00,CELL_001,29.37,105.86,0.463,16.84,69,0
2024-01-03 14:45:00,CELL_001,24.65,115.7,0.555,17.93,58,0
2024-01-03 15:00:00,CELL_001,28.47,128.33,0.601,15.6,64,0
2024-01-03 15:15:00,CELL_001,26.69,114.16,0.078,18.24,53,0
2024-01-03 15:30:00,CELL_001,27.27,122.37,0.443,19.95,40,0
2024-01-03 15:45:00,CELL_001,29.44,113.65,0.183,16.55,37,0
2024-01-03 16:00:00,CELL_001,24.92,114.06,0.14,17.12,41,0
2024-01-03 16:15:00,CELL_001,25.91,117.46,0.344,17.06,33,0
2024-01-03 16:30:00,CELL_001,26.74,120.87,0.404,20.78,24,0
2024-01-03 16:45:00,CELL_001,21.23,115.59,0.126,17.09,20,0
2024-01-03 17:00:00,CELL_001,23.96,115.86,0.933,15.81,11,0
2024-01-03 17:15:00,CELL_001,28.99,122.46,0.3,17.9,21,0
2024-01-03 17:30:00,CELL_001,24.36,116.66,0.037,16.12,16,0
2024-01-03 17:45:00,CELL_001,28.2,127.09,0.021,17.2,20,0
2024-01-03 18:00:00,CELL_001,22.95,123.84,0.008,18.16,31,0
2024-01-03 18:15:00,CELL_001,26.28,127.14,0.129,17.21,12,0
2024-01-03 18:30:00,CELL_001,30.8,123.04,0.329,18.91,21,0
2024-01-03 18:45:00,CELL_001,28.54,113.75,0.108,18.81,21,0
2024-01-03 19:00:00,CELL_001,25.62,115.78,0.089,18.04,26,0
2024-01-03 19:15:00,CELL_001,31.9,112.52,0.273,16.48,23,0
2024-01-03 19:30:00,CELL_001,20.13,115.1,0.168,18.35,16,0
2024-01-03 19:45:00,CELL_001,25.65,115.95,0.368,20.42,9,0
2024-01-03 20:00:00,CELL_001,25.93,120.61,0.088,16.74,24,0
2024-01-03 20:15:00,CELL_001,29.94,111.05,0.335,18.87,21,0
2024-01-03 20:30:00,CELL_001,26.93,122.34,0.156,17.18,15,0
2024-01-03 20:45:00,CELL_001,28.59,115.75,0.02,19.53,15,0
2024-01-03 21:00:00,CELL_001,24.12,108.65,0.212,18.88,19,0
2024-01-03 21:15:00,CELL_001,29.54,111.99,0.742,16.27,16,0
2024-01-03 21:30:00,CELL_001,26.48,109.15,0.331,15.58,21,0
2024-01-03 21:45:00,CELL_001,30.65,108.99,0.301,17.56,23,0
2024-01-03 22:00:00,CELL_001,32.68,120.35,0.229,17.1,20,0
2024-01-03 22:15:00,CELL_001,33.92,106.94,0.14,16.55,22,0
2024-01-03 22:30:00,CELL_001,31.19,98.83,0.173,15.47,28,0
2024-01-03 22:45:00,CELL_001,25.97,113.5,0.168,16.1,17,0
2024-01-03 23:00:00,CELL_001,29.52,99.26,0.016,13.68,28,0
2024-01-03 23:15:00,CELL_001,33.25,101.21,0.227,12.67,20,0
2024-01-03 23:30:00,CELL_001,36.85,107.41,0.518,15.52,25,0
2024-01-03 23:45:00,CELL_001,36.71,108.48,0.128,16.64,23,0
2024-01-04 00:00:00,CELL_001,33.85,95.8,0.103,12.73,16,0
2024-01-04 00:15:00,CELL_001,39.74,96.52,0.092,14.02,17,0
2024-01-04 00:30:00,CELL_001,38.62,94.96,0.416,15.26,15,0
2024-01-04 00:45:00,CELL_001,40.18,95.0,0.095,15.37,21,0
2024-01-04 01:00:00,CELL_001,38.33,99.37,0.159,14.93,16,0
2024-01-04 01:15:00,CELL_001,35.67,91.28,0.479,14.89,24,0
2024-01-04 01:30:00,CELL_001,36.95,89.91,0.337,14.01,19,0
2024-01-04 01:45:00,CELL_001,42.97,90.45,0.633,13.89,23,0
2024-01-04 02:00:00,CELL_001,39.72,90.89,0.094,14.79,18,0
2024-01-04 02:15:00,CELL_001,38.29,85.09,0.178,15.86,22,0
2024-01-04 02:30:00,CELL_001,41.4,84.45,0.029,13.75,20,0
2024-01-04 02:45:00,CELL_001,41.45,84.97,0.139,11.64,19,0
2024-01-04 03:00:00,CELL_001,44.38,96.24,0.493,12.05,23,0
2024-01-04 03:15:00,CELL_001,44.2,74.45,0.176,13.11,24,0
2024-01-04 03:30:00,CELL_001,43.77,76.29,0.588,10.75,14,0
2024-01-04 03:45:00,CELL_001,39.26,82.88,0.112,13.54,20,0
2024-01-04 04:00:00,CELL_001,41.42,82.89,0.132,13.76,20,0
2024-01-04 04:15:00,CELL_001,47.63,80.39,0.211,12.74,20,0
2024-01-04 04:30:00,CELL_001,42.01,73.95,0.189,12.56,19,0
2024-01-04 04:45:00,CELL_001,46.77,82.26,0.488,12.85,20,0
2024-01-04 05:00:00,CELL_001,47.05,78.55,0.013,11.65,22,0
2024-01-04 05:15:00,CELL_001,43.27,80.61,0.198,12.78,30,0
2024-01-04 05:30:00,CELL_001,48.49,71.26,0.51,11.04,32,0
2024-01-04 05:45:00,CELL_001,45.52,81.62,0.151,14.35,45,0
2024-01-04 06:00:00,CELL_001,51.53,69.76,0.199,8.77,49,0
2024-01-04 06:15:00,CELL_001,43.69,78.6,0.416,10.23,57,0
2024-01-04 06:30:00,CELL_001,42.46,81.62,2.0,13.39,57,0
2024-01-04 06:45:00,CELL_001,38.86,79.87,0.196,11.96,57,0
2024-01-04 07:00:00,CELL_001,43.8,74.6,0.284,12.51,66,0
2024-01-04 07:15:00,CELL_001,46.56,82.17,0.289,13.59,68,0
2024-01-04 07:30:00,CELL_001,40.39,83.28,0.147,11.35,66,0
2024-01-04 07:45:00,CELL_001,35.59,78.78,0.023,13.74,77,0
2024-01-04 08:00:00,CELL_001,44.49,76.45,0.185,11.33,81,0
2024-01-04 08:15:00,CELL_001,48.3,85.61,0.738,13.39,81,0
2024-01-04 08:30:00,CELL_001,47.0,80.12,0.006,11.39,78,0
2024-01-04 08:45:00,CELL_001,37.83,95.56,0.457,12.22,96,0
2024-01-04 09:00:00,CELL_001,40.45,82.87,0.661,13.11,85,0
2024-01-04 09:15:00,CELL_001,41.44,82.84,0.025,12.58,89,0
2024-01-04 09:30:00,CELL_001,42.4,92.17,0.394,14.45,99,0
2024-01-04 09:45:00,CELL_001,38.79,88.0,0.333,11.9,98,0
2024-01-04 10:00:00,CELL_001,41.09,81.47,0.239,13.48,102,0
2024-01-04 10:15:00,CELL_001,36.88,85.43,0.285,13.94,97,0
2024-01-04 10:30:00,CELL_001,36.96,90.97,0.077,12.98,99,0
2024-01-04 10:45:00,CELL_001,37.36,94.12,0.007,15.99,91,0
2024-01-04 11:00:00,CELL_001,35.89,89.12,0.51,14.53,98,0
2024-01-04 11:15:00,CELL_001,37.11,93.0,0.946,11.97,90,0
2024-01-04 11:30:00,CELL_001,36.9,96.2,0.175,12.9,97,0
2024-01-04 11:45:00,CELL_001,33.75,98.14,0.161,12.49,100,0
2024-01-04 12:00:00,CELL_001,31.15,94.76,0.136,16.11,99,0
2024-01-04 12:15:00,CELL_001,36.14,101.06,0.613,17.0,100,0
2024-01-04 12:30:00,CELL_001,36.88,92.21,0.177,15.98,102,0
2024-01-04 12:45:00,CELL_001,30.41,105.18,1.22,13.48,88,0
2024-01-04 13:00:00,CELL_001,26.56,109.28,0.026,17.22,87,0
2024-01-04 13:15:00,CELL_001,27.82,108.89,0.061,15.76,74,0
2024-01-04 13:30:00,CELL_001,31.87,93.5,1.328,15.87,75,0
2024-01-04 13:45:00,CELL_001,29.79,108.82,0.267,22.3,77,0
2024-01-04 14:00:00,CELL_001,28.19,114.87,0.138,16.38,68,0
2024-01-04 14:15:00,CELL_001,28.17,106.41,0.448,18.13,69,0
2024-01-04 14:30:00,CELL_001,29.23,118.34,0.608,17.4,61,0
2024-01-04 14:45:00,CELL_001,30.31,113.33,0.152,18.34,51,0
2024-01-04 15:00:00,CELL_001,27.54,112.93,0.004,17.6,49,0
2024-01-04 15:15:00,CELL_001,29.14,103.45,0.241,15.51,46,0
2024-01-04 15:30:00,CELL_001,27.96,112.7,0.292,19.3,54,0
2024-01-04 15:45:00,CELL_001,26.11,112.6,0.258,18.54,37,0
2024-01-04 16:00:00,CELL_001,30.9,112.03,0.165,18.14,36,0
2024-01-04 16:15:00,CELL_001,23.67,114.77,0.08,16.42,29,0
2024-01-04 16:30:00,CELL_001,25.83,128.58,0.323,21.06,21,0
2024-01-04 16:45:00,CELL_001,24.79,122.92,0.274,18.31,16,0
